,tgroup,key,value,description,embedding
6982,industrial,product,steel,Steelmaking factory - producing steel from iron ore and scrap,"tensor([ 0.0175,  0.0148, -0.0420,  ..., -0.0117, -0.0327,  0.0340])"
6988,,protect_class,1a,Strict Nature Reserve,"tensor([-0.0079,  0.0119,  0.0317,  ..., -0.0068, -0.0603,  0.0129])"
6989,,protect_class,1b,Wilderness areas,"tensor([-0.0205,  0.0020,  0.0273,  ...,  0.0089, -0.0625, -0.0147])"
6990,,protect_class,2,National Park,"tensor([-0.0232, -0.0095,  0.0282,  ...,  0.0040, -0.0460,  0.0132])"
6991,,protect_class,21,Specifies area as protected due to religious reasons or as sacred areas or as gathering places or for recreation,"tensor([-0.0129, -0.0064, -0.0025,  ...,  0.0339, -0.0332,  0.0070])"
6992,,protect_class,22,"Cultural and historical heritage, especially as an ensemble of objects and/or areas, which includes protection under mixed category and criteria of natural, architectural, historical and cultural value.","tensor([-0.0108,  0.0066,  0.0143,  ...,  0.0178, -0.0422,  0.0092])"
6994,,protect_class,4,Habitat/Species Management Area,"tensor([-0.0213, -0.0123,  0.0030,  ..., -0.0015, -0.0556,  0.0148])"
6995,,protect_class,5,Protected Landscape/Seascape,"tensor([-0.0286, -0.0180,  0.0148,  ..., -0.0132, -0.0497,  0.0172])"
6996,,protect_class,6,Protected Area with Sustainable Use of Natural Resources,"tensor([-0.0269, -0.0086,  0.0176,  ..., -0.0100, -0.0608, -0.0030])"
6999,boundaries,protected_area,recreation,A large park used predominantely for recreation,"tensor([ 0.0192,  0.0269,  0.0252,  ...,  0.0203, -0.0613,  0.0407])"
7002,,pseudo,yes,Non-existing house number marking the last number of a block.,"tensor([ 0.0055, -0.0003, -0.0323,  ...,  0.0246,  0.0047,  0.0502])"
7003,,psv,designated,Roads and other objects accessible to public service vehicles and explicitly designated/signed for their use,"tensor([ 0.0355, -0.0164, -0.0259,  ...,  0.0109, -0.0542,  0.0333])"
7004,restrictions,psv,no,Case where entrance is forbidden for Public Service Vehicles: buses and sometimes taxis or other vehicles.,"tensor([ 0.0231, -0.0149, -0.0122,  ...,  0.0293, -0.0431,  0.0184])"
7005,,psv,yes,"Roads and other objects accessible to public service vehicles, but not explicitly designated/signed for their use","tensor([ 0.0338, -0.0284, -0.0149,  ...,  0.0130, -0.0601,  0.0237])"
7007,,public_transport,no,A feature not used for public transport.,"tensor([ 0.0384, -0.0111, -0.0462,  ...,  0.0261, -0.0524,  0.0445])"
7009,,public_transport,platform,The place where passengers are waiting for the public transport vehicles.,"tensor([ 0.0258,  0.0027, -0.0507,  ...,  0.0095, -0.0842,  0.0695])"
7012,,public_transport,station,A station is an area designed to access public transport.,"tensor([ 0.0446,  0.0095, -0.0407,  ..., -0.0031, -0.0786,  0.0635])"
7013,public transport,public_transport,stop_area,"A relation that contains all elements of a train, subway, monorail, tram, bus, trolleybus, aerialway, or ferry stop.","tensor([ 0.0641, -0.0024, -0.0103,  ..., -0.0011, -0.0563,  0.0665])"
7014,,public_transport,stop_position,The position on the street or rails where a public transport vehicle stops.,"tensor([ 0.0358,  0.0095, -0.0566,  ...,  0.0094, -0.0576,  0.0700])"
7015,water management,pump,manual,A well that has a human powered pump.,"tensor([ 0.0083,  0.0034,  0.0302,  ..., -0.0228, -0.0335,  0.1038])"
7016,,pump,no,A generic open hand-drawn well.,"tensor([ 0.0181, -0.0028, -0.0004,  ...,  0.0161, -0.0404,  0.0646])"
7017,,pump,powered,A well that has a powered pump.,"tensor([ 0.0127, -0.0138, -0.0008,  ..., -0.0084, -0.0387,  0.0753])"
7024,man made,pump_mechanism,piston,A positive displacement pump in which a reciprocating piston alternatively plunges in the fluid and pushes it out,"tensor([ 0.0236,  0.0092,  0.0014,  ..., -0.0233, -0.0520,  0.0832])"
7041,communications,radio_transponder:category,aeronautical,,"tensor([ 0.0154, -0.0047,  0.0221,  ...,  0.0002, -0.0717,  0.0627])"
7140,railways,railway,abandoned,Former railway; the track has been removed but it's still visible that there used to be a railway.,"tensor([ 0.0441, -0.0285, -0.0217,  ...,  0.0317, -0.0758,  0.0699])"
7142,,railway,buffer_stop,Barrier that exists on a railway to prevent trains from running off the end of the tracks.,"tensor([ 0.0131, -0.0055, -0.0367,  ...,  0.0039, -0.0612,  0.0488])"
7143,railways,railway,construction,A railway (train/tram/etc) currently under construction.,"tensor([ 0.0417, -0.0082, -0.0301,  ...,  0.0046, -0.0740,  0.0571])"
7144,crossings,railway,crossing,Marks the spot where pedestrians can cross a railway.,"tensor([ 0.0206, -0.0025, -0.0306,  ...,  0.0166, -0.0515,  0.0811])"
7145,,railway,crossing_box,A railway building where the crossing attendant stays.,"tensor([ 0.0078,  0.0118, -0.0517,  ...,  0.0067, -0.0303,  0.0813])"
7147,,railway,derail,Derails uncontrolled vehicles to protect the main track,"tensor([ 0.0368, -0.0138, -0.0235,  ...,  0.0487, -0.0638,  0.0485])"
7148,railways,railway,disused,A railway that is no longer used but where the track and infrastructure remain in place.,"tensor([ 0.0478, -0.0304, -0.0204,  ...,  0.0226, -0.0921,  0.0514])"
7150,railways,railway,funicular,Cable driven inclined railway.,"tensor([ 0.0311, -0.0073,  0.0123,  ...,  0.0121, -0.0883,  0.0615])"
7151,railways,railway,halt,"A small station, may not have a platform, trains may only stop on request.","tensor([-0.0013,  0.0153, -0.0065,  ...,  0.0086, -0.0528,  0.0621])"
7154,,railway,junction,A junction where railways diverge or converge.,"tensor([ 0.0322, -0.0144, -0.0220,  ..., -0.0090, -0.0724,  0.0734])"
7155,crossings,railway,level_crossing,A crossing between a railway and a road.,"tensor([ 0.0213, -0.0036, -0.0145,  ...,  0.0088, -0.0556,  0.0757])"
7156,railways,railway,light_rail,Rails of a light rail.,"tensor([ 0.0366, -0.0044, -0.0197,  ...,  0.0134, -0.0799,  0.0810])"
7157,railways,railway,milestone,A stone or metal marker along a railway denoting the distance traveled.,"tensor([ 0.0253,  0.0035, -0.0422,  ..., -0.0103, -0.0270,  0.0676])"
7158,,railway,miniature,Railway track that carries rideable miniature trains.,"tensor([ 0.0324,  0.0095, -0.0216,  ...,  0.0101, -0.0698,  0.0706])"
7159,railways,railway,monorail,A railway with only a single rail.,"tensor([ 0.0496, -0.0159, -0.0146,  ...,  0.0297, -0.0824,  0.0642])"
7160,railways,railway,narrow_gauge,Passenger or freight trains on narrower tracks than the typical gauge for the country or state.,"tensor([ 0.0090, -0.0072, -0.0225,  ...,  0.0033, -0.0775,  0.0562])"
7161,,railway,owner_change,The point where two different operators meet each other.,"tensor([ 0.0065,  0.0044, -0.0255,  ...,  0.0290, -0.0208,  0.0823])"
7163,railways,railway,platform,A railway platform.,"tensor([ 0.0314, -0.0020, -0.0397,  ...,  0.0227, -0.0922,  0.0657])"
7164,railways,railway,platform_edge,Edge of a platform where trains stop and passengers can enter or exit a train.,"tensor([ 0.0196, -0.0301, -0.0278,  ...,  0.0085, -0.0794,  0.0632])"
7165,railways,railway,preserved,Historical railway. Usually a tourist attraction.,"tensor([ 0.0183, -0.0281, -0.0096,  ...,  0.0124, -0.0744,  0.0474])"
7166,railways,railway,rail,Rails of a typical gauge track.,"tensor([ 0.0469, -0.0134, -0.0276,  ...,  0.0169, -0.0911,  0.0706])"
7168,railways,railway,railway_crossing,Crossing rails that do not interconnect,"tensor([ 0.0203, -0.0223, -0.0116,  ...,  0.0091, -0.0563,  0.0769])"
7169,railways,railway,razed,Former railway; Railway physical features are completely removed.,"tensor([ 0.0404, -0.0254, -0.0132,  ...,  0.0446, -0.0652,  0.0456])"
7170,railways,railway,roundhouse,A characteristic semi-circular or circular building used by railroads to service engines,"tensor([ 0.0281, -0.0157, -0.0192,  ..., -0.0059, -0.0789,  0.0461])"
7171,,railway,service_station,A railway station only used by railway employees,"tensor([ 0.0214, -0.0243, -0.0137,  ...,  0.0063, -0.0771,  0.0697])"
7172,,railway,signal,A railway signal,"tensor([ 0.0321, -0.0293, -0.0520,  ...,  0.0091, -0.0729,  0.0647])"
7173,,railway,signal_box,Signal box,"tensor([ 0.0024, -0.0202, -0.0634,  ...,  0.0083, -0.0596,  0.0528])"
7174,,railway,spur_junction,Industrial spur junctions.,"tensor([ 0.0200, -0.0361, -0.0072,  ...,  0.0022, -0.0734,  0.0677])"
7175,railways,railway,station,A railway station.,"tensor([ 0.0349, -0.0011, -0.0209,  ...,  0.0133, -0.0878,  0.0683])"
7176,railways,railway,stop,The spot on a railway track where a train stops at a station.,"tensor([ 0.0199, -0.0023, -0.0179,  ...,  0.0167, -0.0789,  0.0755])"
7177,railways,railway,subway,"Rails used for city public transport that are always completely separated from other traffic, often underground.","tensor([ 0.0567, -0.0066, -0.0277,  ...,  0.0265, -0.0956,  0.0574])"
7178,railways,railway,subway_entrance,The entrance point of a subway.,"tensor([ 0.0490,  0.0092, -0.0022,  ...,  0.0059, -0.0750,  0.0829])"
7179,,railway,switch,"A railway switch, turnout or points: where trains can change from one track to another track.","tensor([ 0.0310, -0.0164, -0.0229,  ...,  0.0333, -0.0682,  0.0663])"
7181,railways,railway,tram,Tram rails or tracks.,"tensor([ 0.0362, -0.0226, -0.0322,  ...,  0.0204, -0.0746,  0.0623])"
7182,railways,railway,tram_crossing,Pedestrians can cross a tramway here.,"tensor([ 0.0123, -0.0142, -0.0323,  ...,  0.0176, -0.0504,  0.0753])"
7183,railways,railway,tram_level_crossing,A crossing between a tramway and a road.,"tensor([ 0.0273, -0.0013, -0.0282,  ...,  0.0048, -0.0649,  0.0580])"
7184,railways,railway,tram_stop,A tram stop is a place where a passenger can embark or disembark a tram.,"tensor([ 0.0249, -0.0041, -0.0278,  ...,  0.0038, -0.0709,  0.0618])"
7185,railways,railway,traverser,A movable segment of railway track that slides side-to-side.,"tensor([ 0.0320, -0.0228, -0.0304,  ...,  0.0225, -0.0935,  0.0712])"
7186,railways,railway,turntable,"A movable segment of railway track that rotates about its midpoint, allowing rolling stock to change direction.","tensor([ 0.0316, -0.0027, -0.0141,  ...,  0.0071, -0.0954,  0.0621])"
7187,railways,railway,ventilation_shaft,A structure that allows ventilation in underground tunnels.,"tensor([ 0.0495, -0.0279, -0.0112,  ...,  0.0113, -0.0594,  0.0614])"
7188,railways,railway,wash,A railroad car wash.,"tensor([ 0.0454,  0.0025, -0.0403,  ..., -0.0190, -0.0642,  0.0660])"
7191,railways,railway,workshop,Workshop for a railway,"tensor([ 0.0331, -0.0154, -0.0449,  ...,  0.0057, -0.0640,  0.0599])"
7192,,railway,yard,A rail yard or freight station,"tensor([ 0.0181, -0.0151, -0.0229,  ...,  0.0046, -0.0560,  0.0683])"
7194,leisure,recreation_ground,showground,"A type of recreation ground used for shows, exhibitions, large events, and festivals.","tensor([ 0.0282,  0.0195, -0.0093,  ...,  0.0163, -0.0313,  0.0442])"
7195,waste processing,recycling_type,centre,A public recycling centre,"tensor([ 0.0295,  0.0571, -0.0044,  ...,  0.0054, -0.0400,  0.0584])"
7196,waste processing,recycling_type,container,A recycling container,"tensor([ 0.0420,  0.0380,  0.0018,  ..., -0.0157, -0.0516,  0.0589])"
7198,natural,refitted,yes,Natural feature which has been modified by human,"tensor([-0.0049, -0.0230, -0.0068,  ...,  0.0109, -0.0375,  0.0607])"
7202,religion,religion,buddhist,Describes that a feature is related to buddhism,"tensor([ 0.0246, -0.0291, -0.0123,  ...,  0.0098, -0.0188,  0.0461])"
7203,religion,religion,christian,Classify a religious feature (e.g. church) as Christian,"tensor([ 0.0346,  0.0044, -0.0108,  ...,  0.0173, -0.0294,  0.0080])"
7204,religion,religion,confucian,Describes that a feature is related to confucian,"tensor([ 0.0065, -0.0096, -0.0025,  ...,  0.0296, -0.0269,  0.0131])"
7205,religion,religion,hindu,Classify a religious feature (e.g. temple) as Hindu,"tensor([ 0.0319, -0.0126, -0.0193,  ...,  0.0188, -0.0447,  0.0288])"
7206,religion,religion,jain,Classify a religious feature (e.g. temple) as Jain,"tensor([ 0.0177, -0.0109, -0.0270,  ...,  0.0197, -0.0432,  0.0319])"
7207,religion,religion,jewish,Classify a feature (e.g. synagogue) as Jewish,"tensor([ 0.0386, -0.0052, -0.0171,  ...,  0.0119, -0.0322,  0.0417])"
7208,,religion,multifaith,A place dedicated to religion but not to any specific one.,"tensor([ 0.0087,  0.0130, -0.0594,  ..., -0.0079, -0.0122,  0.0064])"
7209,religion,religion,muslim,Classify a religious feature (e.g. a mosque) as Islamic,"tensor([ 0.0287,  0.0004, -0.0206,  ...,  0.0092, -0.0312,  0.0173])"
7210,,religion,none,A place with no religious ethos,"tensor([ 0.0296,  0.0150, -0.0690,  ...,  0.0136, -0.0173, -0.0043])"
7212,,religion,self-realization_fellowship,,"tensor([-0.0064,  0.0042, -0.0442,  ...,  0.0374, -0.0387,  0.0515])"
7214,religion,religion,shinto,Describes that a feature is related to Shinto,"tensor([-0.0096, -0.0188, -0.0202,  ...,  0.0151, -0.0115,  0.0338])"
7215,religion,religion,sikh,Classify a religious feature (e.g. temple) as Sikhism.,"tensor([ 0.0275, -0.0164, -0.0401,  ...,  0.0290, -0.0625,  0.0306])"
7216,religion,religion,taoist,Classify a feature (e.g. temple) as taoist,"tensor([ 0.0232, -0.0110,  0.0017,  ...,  0.0389, -0.0468,  0.0149])"
7217,religion,religion,zoroastrian,Classify a religious feature (e.g. temple) as Zoroastrian,"tensor([ 0.0343, -0.0085, -0.0064,  ...,  0.0361, -0.0253,  0.0419])"
7220,properties,rental,boat,Indicates that the facility offers boat rental.,"tensor([-0.0213, -0.0133,  0.0042,  ..., -0.0261, -0.0265,  0.0618])"
7221,shops,rental,clothes,Shops that rent clothes,"tensor([-0.0010,  0.0091, -0.0018,  ...,  0.0134, -0.0159,  0.0220])"
7222,offices,rental,event,Rental of equipment for events.,"tensor([-0.0010, -0.0063, -0.0310,  ..., -0.0018, -0.0013,  0.0186])"
7225,,rental,skip,Shop that rent a skip,"tensor([ 0.0133,  0.0174, -0.0283,  ..., -0.0184, -0.0216,  0.0469])"
7227,,rental,trailer,Shop that rents trailers,"tensor([-0.0040,  0.0033, -0.0389,  ..., -0.0079, -0.0310,  0.0417])"
7229,,repair,yes,Information that a dedicated shop does repair,"tensor([-0.0006, -0.0105, -0.0209,  ...,  0.0372, -0.0546,  0.0627])"
7231,offices,research,aerospace,Specifies aerospace research,"tensor([ 0.0041, -0.0294,  0.0088,  ...,  0.0259, -0.0559,  0.0394])"
7232,landuse,residential,apartments,Outline of an apartment complex,"tensor([ 0.0242,  0.0125,  0.0095,  ..., -0.0081, -0.0466,  0.0263])"
7234,,residential,condominium,,"tensor([ 0.0205,  0.0110, -0.0028,  ...,  0.0069, -0.0461,  0.0484])"
7235,landuse,residential,detached,A residential area with detached house buildings.,"tensor([ 0.0302,  0.0128,  0.0124,  ...,  0.0300, -0.0474,  0.0348])"
7236,landuse,residential,duplex,Residential area with duplex houses,"tensor([ 0.0381,  0.0218, -0.0007,  ...,  0.0237, -0.0166,  0.0575])"
7239,landuse,residential,irregular_settlement,Used with landuse=residential to further refine the residential area.,"tensor([-7.9390e-05, -1.2338e-02,  4.4708e-02,  ..., -1.5667e-02,
        -4.3303e-02,  4.5788e-02])"
7240,,residential,rural,Residential area with low-rise buildings.,"tensor([ 0.0250,  0.0255,  0.0166,  ..., -0.0140, -0.0380,  0.0357])"
7241,landuse,residential,single_family,"Residential area with single family, detached houses","tensor([ 0.0315,  0.0024,  0.0188,  ...,  0.0287, -0.0438,  0.0320])"
7242,landuse,residential,terrace,Residential area with terraced houses,"tensor([ 0.0295,  0.0199,  0.0124,  ...,  0.0189, -0.0427,  0.0583])"
7243,landuse,residential,trailer_park,Residential area consisting of prefabricated houses or static caravans (mobile homes) on small lots,"tensor([ 0.0016,  0.0380,  0.0215,  ..., -0.0051, -0.0593,  0.0577])"
7244,,residential,university,College or university dormitory for shared living of its students.,"tensor([ 0.0322,  0.0186,  0.0083,  ..., -0.0032, -0.0372,  0.0185])"
7245,,residential,urban,Residential area with multistory buildings.,"tensor([ 0.0276,  0.0323, -0.0011,  ..., -0.0095, -0.0256,  0.0408])"
7246,landuse,resource,aggregate,Aggregate as a resource,"tensor([-0.0095,  0.0601, -0.0046,  ..., -0.0183, -0.0601,  0.0674])"
7247,landuse,resource,coal,Coal as material that is mined or stored,"tensor([ 0.0297,  0.0208,  0.0105,  ..., -0.0044, -0.0703,  0.0449])"
7248,landuse,resource,gravel,Gravel as a resource,"tensor([-0.0185,  0.0288,  0.0124,  ..., -0.0130, -0.0701,  0.0786])"
7249,landuse,resource,sand,Sand as a resource,"tensor([-0.0199,  0.0277, -0.0307,  ...,  0.0125, -0.0705,  0.0759])"
7253,highways,road_marking,solid_stop_line,"tracing-like representation of the paint, thermoplastic, or otherwise-lined road markings that denote where vehicles should stop before intersections/crossings","tensor([ 0.0271,  0.0162, -0.0371,  ..., -0.0038, -0.0431,  0.0356])"
7254,tourism,roller_coaster,station,The building or place where roller coaster trains stop to exchange passengers.,"tensor([ 3.7739e-02,  2.9391e-02, -8.9130e-05,  ..., -1.2782e-02,
        -9.2391e-02,  3.3968e-02])"
